Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,19.03.2018,5100966798,"£108,015.29",Laing O'Rourke Construction Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,19.03.2018,5100966940,"£651,590.31",ISG Construction Limited
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,19.03.2018,5100966728,"£64,760.98",Laing O'Rourke Construction Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,19.03.2018,5100966728,"£30,634.00",Laing O'Rourke Construction Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,19.03.2018,5100966728,"£8,392.65",Laing O'Rourke Construction Ltd
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,19.03.2018,5100966679,"£1,250.00",Survey Operations Limited
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£990.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967029,£896.00,Northern
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,19.03.2018,5100967031,"-£2,410.80",Northern
Manchester City Council,Corporate Services,Furniture,19.03.2018,5100967614,£791.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Furniture,19.03.2018,5100967716,£584.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Grant Payments,19.03.2018,5100966639,£525.00,digitalenergy Ltd
Manchester City Council,Corporate Services,Catering,19.03.2018,5100966771,"£1,190.00",Manchester Cathedral Visitor Centre
Manchester City Council,Corporate Services,Professional fees,19.03.2018,5100966987,"£37,357.21",Wigan Metropolitan Borough Council
Manchester City Council,Corporate Services,Professional fees,19.03.2018,5100967336,"£7,560.00",Mace Ltd
Manchester City Council,Corporate Services,I T Provision,19.03.2018,5100966878,£675.36,Insight Direct (Uk) Ltd
Manchester City Council,Corporate Services,I T Provision,19.03.2018,5100966736,"£11,158.25",Capita Business Services Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967657,"£1,670.03",The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967637,"£1,024.03",The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967642,£969.05,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967696,£962.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967591,£898.03,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967605,£836.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967669,£836.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967652,£828.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967650,£800.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967661,£777.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967619,£772.03,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967722,£772.03,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967717,£710.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967620,£702.71,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967629,£646.03,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967622,£634.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967720,£627.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967617,£624.71,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967587,£584.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967687,£584.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967691,£584.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967701,£584.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967719,£539.69,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967721,£510.71,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967598,£509.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Welfare Provision Service Awards,19.03.2018,5100967644,£503.00,The Furnishing Service Ltd
Manchester City Council,Corporate Services,Bank Charges,19.03.2018,1905967603,£924.55,Barclaycard Commercial Prepaid
Manchester City Council,Corporate Services,Bank Charges,19.03.2018,1905967604,£887.50,Barclaycard Commercial Prepaid
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.03.2018,5100966198,"£180,659.63",Vinci Construction UK Ltd
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,19.03.2018,5100966469,"£214,756.14",Wates Construction Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977011,"£17,975.00",Pollock Lifts Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977010,"£13,013.25",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977015,"£10,220.78",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977008,"£9,943.00",Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977027,"£9,406.82",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977024,"£6,305.11",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977025,"£6,073.36",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977026,"£6,049.06",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977018,"£5,962.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977021,"£5,515.64",UPS Building & Maintenance Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977022,"£5,403.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977017,"£5,131.00",Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977009,"£4,695.00",Thyssenkrupp Encasa
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977020,"£3,133.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977023,"£2,963.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977012,"£2,746.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977019,"£2,218.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977016,"£2,108.00",Stannah Lift Services Ltd
Manchester City Council,Housing General Fund,Building Works,19.03.2018,1905977014,"£1,878.00",Stannah Lift Services Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.03.2018,5100967508,"£2,348.86",Nova Group Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.03.2018,5100967510,£658.08,SIG Roofing Supplies
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.03.2018,5100967513,£534.14,SIG Roofing Supplies
Manchester City Council,Chief Executives,Agency staff provision,19.03.2018,5100966810,"£5,508.99",NonStop Recruitment Ltd
Manchester City Council,Chief Executives,Agency staff provision,19.03.2018,5100966617,"£1,430.97",Deekay Technical Recruitment Ltd
Manchester City Council,Chief Executives,Training and Development,19.03.2018,5100966672,"£4,250.00",Manchester Mind
Manchester City Council,Chief Executives,Equipment,19.03.2018,5100967523,"£1,206.32",Xerox (Uk) Ltd
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.03.2018,5100967512,£768.50,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.03.2018,5100966741,£616.60,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.03.2018,5100966950,£578.70,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.03.2018,5100966927,£576.00,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.03.2018,5100967151,£523.35,Redacted Personal Information
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.03.2018,5100967514,£510.51,Redacted Personal Information
Manchester City Council,Chief Executives,Hire of Equipment,19.03.2018,5100967007,"£1,216.00",Jigsaw Systems Limited
Manchester City Council,Chief Executives,Hire of Equipment,19.03.2018,5100965472,£925.00,Jigsaw Systems Limited
Manchester City Council,Chief Executives,Printing,19.03.2018,5100966711,"£11,297.00",John Baxter & Sons Ltd
Manchester City Council,Chief Executives,Printing,19.03.2018,1905951828,£768.00,Manchester Souvenirs Ltd
Manchester City Council,Chief Executives,Printing,19.03.2018,5100967256,£510.00,Contact Photographic Services Ltd
Manchester City Council,Chief Executives,Stationery,19.03.2018,5100967288,£869.00,Banner Group Limited
Manchester City Council,Chief Executives,Paper & Envelopes,19.03.2018,5100967013,£625.41,Premier Paper Group Ltd
Manchester City Council,Chief Executives,ICT Support & Maintenance,19.03.2018,5100966862,"£298,725.00",Sap (Uk) Ltd
Manchester City Council,Chief Executives,ICT Support & Maintenance,19.03.2018,5100967101,"£35,200.00",Sap (Uk) Ltd
Manchester City Council,Chief Executives,ICT Support & Maintenance,19.03.2018,5100967097,"£29,695.00",Sap (Uk) Ltd
Manchester City Council,Chief Executives,ICT Support & Maintenance,19.03.2018,5100967100,"£14,155.65",Sap (Uk) Ltd
Manchester City Council,Chief Executives,I T Provision,19.03.2018,5100966754,"£5,000.00",Unitune SAP Solutions Ltd
Manchester City Council,Chief Executives,I T Provision,19.03.2018,5100966762,"£5,000.00",Unitune SAP Solutions Ltd
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,19.03.2018,5100965811,"£1,515.22",Review Travel Ltd
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,19.03.2018,5100965165,£583.04,Review Travel Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,19.03.2018,5100966202,"£193,614.06",Vinci Construction UK Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,19.03.2018,5100967248,"£14,259.28",Capita IT Services Ltd
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,19.03.2018,5100966568,"£1,468.60",Insight Direct (Uk) Ltd
Manchester City Council,Regeneration Finance,Rents,19.03.2018,1905975266,"£192,938.12",Wellington Properties Ltd
Manchester City Council,Regeneration Finance,Rents,19.03.2018,1905969804,"£10,468.36",DUK Property Management Ltd
Manchester City Council,Regeneration Finance,Rents,19.03.2018,1905975267,"£1,380.10",Wellington Properties Ltd
Manchester City Council,Regeneration Finance,Window Cleaning,19.03.2018,5100967525,"£1,600.00",Associated Cleaning Contractors
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,19.03.2018,5100967389,£800.54,Alliance Disposables Ltd
Manchester City Council,Regeneration Finance,Cleaning Equipment and Materials,19.03.2018,5100966055,£660.37,Alliance Disposables Ltd
Manchester City Council,Regeneration Finance,Stationery,19.03.2018,5100967454,£891.20,Banner Group Limited
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967320,"£1,668.31",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967352,"£1,546.56",Colas Limited
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967319,"£1,500.03",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967318,"£1,193.13",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967314,"£1,009.79",TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967311,£947.50,Aggregate Industries T/A Kennedy As
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967312,£893.76,Aggregate Industries T/A Kennedy As
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967315,£808.67,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967310,£758.00,Aggregate Industries T/A Kennedy As
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967317,£715.88,TARMAC
Manchester City Council,Highways Services,Building Materials for direct delivery,19.03.2018,5100967456,£571.36,Wolseley Util Ltd T/A Burdens
Manchester City Council,Highways Services,Professional fees,19.03.2018,5100963052,"£7,236.00",AECOM Limited
Manchester City Council,Highways Services,Professional fees,19.03.2018,5100967519,"£6,792.00",AECOM Limited
Manchester City Council,Highways Services,Professional fees,19.03.2018,5100967043,"£3,965.00",AECOM Limited
Manchester City Council,Highways Services,Professional fees,19.03.2018,5100966323,"£3,300.00",Halcyon Conservation Ltd
Manchester City Council,Highways Services,Professional fees,19.03.2018,5100967515,"-£6,792.00",AECOM Limited
Manchester City Council,Highways Services,Compensation Payments,19.03.2018,1905968433,"£2,190.00",Bt Repayments And Claims Group
Manchester City Council,Highways Services,Legal Fees,19.03.2018,5100967321,£650.00,Redacted Personal Information
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,19.03.2018,5100966573,"£3,651.38",arc4
Manchester City Council,Manchester Leisure,Agency staff provision,20.03.2018,5100967739,"£14,642.64",Oldham Borough Council
Manchester City Council,Manchester Leisure,Equipment,20.03.2018,1905978836,"£1,117.67",NOUNOU DESIGN
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20.03.2018,5100967729,"£1,060.00",Arboricultural Services Treework
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20.03.2018,5100967572,£800.00,Arboricultural Services Treework
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20.03.2018,5100967563,£638.75,Green-Tech Ltd
Manchester City Council,Manchester Leisure,Catering,20.03.2018,5100967957,"£1,597.44",Back On Track
Manchester City Council,Manchester Leisure,General Office expenses,20.03.2018,5100968232,£600.00,Daly Drains Ltd
Manchester City Council,Manchester Leisure,Professional fees,20.03.2018,5100967736,"£5,000.00",Social Profit Calculator Ltd
Manchester City Council,Manchester Leisure,Professional fees,20.03.2018,5100967950,"£4,152.00",County Scientific Services
Manchester City Council,Manchester Leisure,Professional fees,20.03.2018,5100967932,"£1,845.00",Assessment Services Ltd
Manchester City Council,Manchester Leisure,Professional fees,20.03.2018,5100967963,"£1,845.00",Assessment Services Ltd
Manchester City Council,Manchester Leisure,Professional fees,20.03.2018,1905976845,"£1,396.40",Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,20.03.2018,5100967927,"-£1,845.00",Assessment Services Ltd
Manchester City Council,Manchester Leisure,Professional fees,20.03.2018,5100967936,"-£1,845.00",Assessment Services Ltd
Manchester City Council,Manchester Leisure,I T Provision,20.03.2018,5100967276,"£9,728.00",Cloud Technology Solutions Ltd
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,20.03.2018,5100967603,"£2,940.00",Wythenshawe Community Housing Group
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,20.03.2018,5100967906,£500.00,Friends of Burnage Library Ltd
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100965903,"£116,619.00",The Growth Company Limited
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100965904,"£116,619.00",The Growth Company Limited
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967846,"£7,138.00",Barlow Moor Community Association
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967916,"£4,780.00",Port Sunlight Village Trust
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967541,"£2,000.00",One Manchester Youth Network
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967961,"£1,500.00",Cumbria's Museum of Military Life
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967856,"£1,300.00",Wai Yin Society
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967847,"£1,250.00",Birch Community Association
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967855,"£1,005.70",Manchester Black Health Forum
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967853,£900.00,Wai Yin Society
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.03.2018,5100967848,£850.00,JB Shorts
Manchester City Council,Manchester Leisure,Special Events,20.03.2018,5100967939,"£1,800.00",Utilities Design & Planning Ltd
Manchester City Council,Manchester Leisure,Expenditure re Internal Trading Ordered Externally,20.03.2018,1905977640,"£1,710.00",Motiv Productions Ltd
Manchester City Council,Libraries and Theatres,Training and Development,20.03.2018,5100962149,£666.00,Gov Net communications
Manchester City Council,Hospitality + Trading Services,Rents,20.03.2018,1905975888,"£1,351.62",DUK Property Management Ltd
Manchester City Council,Hospitality + Trading Services,Security,20.03.2018,5100967561,"£2,432.68",Showsec International Ltd
Manchester City Council,Hospitality + Trading Services,Security,20.03.2018,5100967562,"£1,550.34",Showsec International Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,20.03.2018,5100968203,"£24,015.80",Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,20.03.2018,5100968208,"£3,789.43",Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,20.03.2018,5100967989,"£1,700.00",Peter Douglass Platforms
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,20.03.2018,5100967981,"£1,200.00",Peter Douglass Platforms
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,20.03.2018,5100967854,"£1,170.00",Gullivers Truck Hire Ltd
Manchester City Council,Hospitality + Trading Services,Tyres and Tubes,20.03.2018,5100967877,"£1,624.04",ATS Euromaster Limited
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,20.03.2018,5100968207,"£10,897.68",Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,20.03.2018,5100968205,"£5,275.00",Manchester Van Hire Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.03.2018,5100968173,"£7,746.55",Fast Hire UK
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.03.2018,5100968193,"£5,546.00",H & C Plant Hire Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.03.2018,5100967493,"£1,140.00",Gibsons Garden Machinery Limited
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.03.2018,1905978991,£736.15,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.03.2018,1905979005,£567.55,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.03.2018,1905978925,£531.38,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.03.2018,1905978895,£519.67,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.03.2018,1905978875,£517.11,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.03.2018,1905978988,£511.49,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.03.2018,1905978945,£507.79,Ralph Livesey Ltd
Manchester City Council,Environment and Operations,Construction Works,20.03.2018,5100967309,"£138,850.28",Dowhigh Ltd
Manchester City Council,Environment and Operations,Construction Works,20.03.2018,5100967307,"£97,470.00",Dowhigh Ltd
Manchester City Council,Adult Social Care,Seconded Employees,20.03.2018,5100967584,"£3,989.85",Uni Hospital of South Mcr
Manchester City Council,Adult Social Care,Rents,20.03.2018,5100968056,"£78,154.71",Accommodation Links Ltd
Manchester City Council,Adult Social Care,Rents,20.03.2018,5100967836,"£55,042.69",B & A Properties
Manchester City Council,Adult Social Care,Storage Costs,20.03.2018,5100967803,£687.00,Egan Reid Stationery Co Ltd
Manchester City Council,Adult Social Care,Hire of Premises,20.03.2018,5100967774,"£1,000.00",Martenscroft Nursery School
Manchester City Council,Adult Social Care,Transport Coach Hire,20.03.2018,5100967946,"£90,748.00",APTSL
Manchester City Council,Adult Social Care,Transport Coach Hire,20.03.2018,5100967940,"£56,173.00",Communitytransportservices.co.uk
Manchester City Council,Adult Social Care,Transport Coach Hire,20.03.2018,5100967941,"£1,425.00",APL Coachhire
Manchester City Council,Adult Social Care,Equipment,20.03.2018,5100968215,"£1,900.80",Frontier Therapeutics
Manchester City Council,Adult Social Care,Furniture,20.03.2018,5100967987,"£1,080.00",Egan Reid Stationery Co Ltd
Manchester City Council,Adult Social Care,Professional fees,20.03.2018,5100966491,"£1,295.00",4CT Limited
Manchester City Council,Adult Social Care,Professional fees,20.03.2018,5100967780,£750.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,20.03.2018,5100967833,£531.40,Wythenshawe Community Housing Group
Manchester City Council,Adult Social Care,Professional fees,20.03.2018,5100967781,£500.00,Redacted Personal Information
Manchester City Council,Adult Social Care,Professional fees,20.03.2018,5100967778,£500.00,Autizma
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,20.03.2018,5100967880,"£2,927.76",Castle Hill High School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,20.03.2018,5100967871,"£2,325.25",Bolton Mbc
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100967905,"£154,629.74",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968137,"£154,629.68",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100967905,"£32,916.80",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968137,"£32,916.58",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968137,"£14,538.48",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100967905,"£14,538.38",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100967905,"£11,763.25",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968137,"£11,763.25",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968136,"-£11,763.25",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968136,"-£14,538.42",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968136,"-£32,916.66",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.03.2018,5100968136,"-£154,629.66",Greater Manchester Mental Health
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967976,"£58,116.00",Barnardo Services Ltd (Essex)
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967851,"£47,769.50",Family Action
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967850,"£32,092.00",Family Action
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967824,"£10,000.00",Wai Yin Society
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967835,"£8,410.50",People First Housing Association
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100965735,"£6,498.66",Wai Yin Society
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967725,"£4,889.00",Adactus Housing Group Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100965935,"£3,074.25",LMCP Care Link
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967725,"£2,780.00",Adactus Housing Group Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967908,"£2,693.66",Manchester Womens Aid
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100966078,"£2,523.16",St Lukes Art Project
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100964994,"£2,186.14",Neesa Well Women Drop-In Project
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967136,"£1,034.78",The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967136,£972.69,The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967886,£859.50,Manchester Settlement
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967136,£790.62,The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967136,£785.74,The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967136,£695.78,The Guinness Partnership Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967746,£673.63,Alzheimers Society (Mcr Branch)
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.03.2018,5100967862,£600.00,Manchester Black Health Forum
Manchester City Council,Adult Social Care,Payments for services,20.03.2018,5100967979,"£38,584.00",Social Care Services (Clayton) Ltd
Manchester City Council,Adult Social Care,Payments for services,20.03.2018,5100967885,"£6,501.27",Lakeside School
Manchester City Council,Adult Social Care,Payments for services,20.03.2018,5100967878,"£6,388.00",Holy Cross Catholic Sixth Form
Manchester City Council,Adult Social Care,Payments for services,20.03.2018,5100967887,"£6,311.91",Lakeside School
Manchester City Council,Adult Social Care,Payments for services,20.03.2018,5100967815,"£2,129.80",Northgate Public Services (UK) Ltd
Manchester City Council,Adult Social Care,Payments for services,20.03.2018,5100967983,£650.00,The Factory Youth Zone
Manchester City Council,Adult Social Care,Payments for services,20.03.2018,5100967944,"-£7,500.00",Alere Ltd
